name,owner,full_name,description,stars,gameScore,language,license,homepage,html_url,topics,pushed_at
chess,kbjorklu,kbjorklu/chess,JavaScript Chess,99,199,JavaScript,MIT,http://www.iki.fi/kbjorklu/chess/,https://github.com/kbjorklu/chess,chess|game|html5-game|javascript|minimax,2019-10-03T00:55:51Z
astar-typescript,digitsensitive,digitsensitive/astar-typescript,A* search algorithm in TypeScript,98,198,TypeScript,MIT,,https://github.com/digitsensitive/astar-typescript,a-star|a-star-path-finding|a-star-search|astar|astar-typescript|game|path-finding|pathfinding|search-algorithm|typescript,2023-04-26T21:58:07Z
h5-game-plantsVSzombies,yangyunhe369,yangyunhe369/h5-game-plantsVSzombies,使用es6语法及原生javascript实现的h5小游戏-植物大战僵尸,198,198,JavaScript,MIT,,https://github.com/yangyunhe369/h5-game-plantsVSzombies,,2018-05-03T08:36:27Z
canvas-liquid-effect,n3r4zzurr0,n3r4zzurr0/canvas-liquid-effect,Demonstration of liquid effect on HTML Canvas using Matter.js and SVG Filters (Blur + Contrast),117,197,JavaScript,MIT,https://n3r4zzurr0.in/canvas-liquid-effect,https://github.com/n3r4zzurr0/canvas-liquid-effect,,2025-06-17T11:30:03Z
phaser3-multiplayer-game-example,geckosio,geckosio/phaser3-multiplayer-game-example,Phaser 3 multiplayer game example using geckos.io,137,197,JavaScript,MIT,,https://github.com/geckosio/phaser3-multiplayer-game-example,game|html5|multiplayer|node|phaser3|webrtc,2022-12-21T21:27:37Z
Vue-Three-Demo,stagerightlabs,stagerightlabs/Vue-Three-Demo,An example of a Vue.js / Three.js integration,36,196,JavaScript,MIT,https://vuethree.stagerightlabs.com/,https://github.com/stagerightlabs/Vue-Three-Demo,threejs|vue|vuex,2025-08-06T21:16:48Z
jsShooter,AntonUden,AntonUden/jsShooter,html5 multiplayer game with nodejs server,26,196,JavaScript,MIT,https://jsshooter.zeeraa.net/,https://github.com/AntonUden/jsShooter,game|html|html5|javascript|multiplayer-browser-game|multiplayer-game|nodejs|nodejs-server|open-source|open-source-game|server|shooter-game,2025-02-10T11:05:51Z
black-hole-square,Quinten,Quinten/black-hole-square,A puzzle game for js13k 2021,56,196,JavaScript,MIT,https://quinten.github.io/black-hole-square/,https://github.com/Quinten/black-hole-square,game|javascript-game|js13k|js13kgames2021|mobile-game|puzzle-game|pwa|touch-friendly|webmonetization,2024-03-11T19:20:02Z
Top-Trumps,FabianaCampanari,FabianaCampanari/Top-Trumps,🃏 Creation of the Top Trumps game where the theme and cards were inspired by great names responsible for the technology revolution and I dedicate it to Ada Lovelace to honor her contributions to humanity as one of the leading women in science and math.,25,195,JavaScript,MIT,https://fabianacampanari.github.io/Top-Trumps/,https://github.com/FabianaCampanari/Top-Trumps,css3|figma|github|github-action|github-pages|html5|javascript|license-management|love-and-joy|photoshop|programming|security,2025-01-21T16:13:30Z
gungi.io,jwyce,jwyce/gungi.io,Online real-time website to play Gungi from Hunter × Hunter ⚡,35,195,TypeScript,Apache-2.0,https://gungi.io,https://github.com/jwyce/gungi.io,anime|chess|go|gungi|hunter-x-hunter|nodejs|react|real-time|shogi|strategy-game|typescript,2023-12-21T21:16:47Z
roulette-predictor,tbaltrushaitis,tbaltrushaitis/roulette-predictor,:game_die: Casino Roulette :slot_machine: Analyzer and Predictor :coin:,75,195,JavaScript,MIT,http://bit.ly/roulette-predictor,https://github.com/tbaltrushaitis/roulette-predictor,casino|casino-roulette-analyzer|event-processing|gambling|predictor|roulette|roulette-predictor,2022-01-28T03:19:26Z
leaflet-maskcanvas,domoritz,domoritz/leaflet-maskcanvas,A leaflet canvas layer for displaying large coverage data sets,195,195,JavaScript,MIT,,https://github.com/domoritz/leaflet-maskcanvas,,2021-06-21T05:16:50Z
rick-survival,yudinikita,yudinikita/rick-survival,"Rick Survival is an Action-Rogulike survival game with RPG elements. Built with Phaser3, Typescript and Electron. Wubba Lubba Dub-Dub!",14,194,TypeScript,MIT,https://rick-survival.vercel.app,https://github.com/yudinikita/rick-survival,action-game|cross-platform|electron|es6|game|nuxt|phaser|rick-and-morty|roguelike|rotjs|rpg|snowpack|typescript,2024-02-15T15:23:11Z
threejs-fluid-simulation,bandinopla,bandinopla/threejs-fluid-simulation,,31,193,TypeScript,MIT,https://threejs-fluid-simulation.vercel.app,https://github.com/bandinopla/threejs-fluid-simulation,compute-shaders|fluid-simulation|threejs|webgl2|webgpu,2025-07-19T15:06:39Z
threex.proceduralcity,jeromeetienne,jeromeetienne/threex.proceduralcity,a procedural city generator for three.js based on mrdoob demo,143,193,JavaScript,MIT,http://jeromeetienne.github.io/threex.proceduralcity/examples/demo.html,https://github.com/jeromeetienne/threex.proceduralcity,,2014-01-25T20:53:12Z
phaser-jam-template,n00begon,n00begon/phaser-jam-template,"A Phaser Template to kick off your Game Jam with everything you need. Typescript, code quality, building for itch, various input methods, examples, bootloader, preloader, main game, end screen, credits screen and license screen.",23,192,TypeScript,MIT,,https://github.com/n00begon/phaser-jam-template,gamejam|jam-template|phaser|phaser-boilerplate|phaser-template|phaser3|typescript,2025-08-25T21:07:22Z
bomber,DmytroVasin,DmytroVasin/bomber,Bomberman with multiplayer,70,190,JavaScript,MIT,https://bomb-attack.herokuapp.com/,https://github.com/DmytroVasin/bomber,es6|express-js|multiplayer-game|node-js|phaser|socket-io|webpack,2023-08-19T14:51:19Z
f1-2021-telemetry-app,mrcodedev,mrcodedev/f1-2021-telemetry-app,F1 2021 with the UDP telemetry for the Codemasters F1 2021 game and app to show the data of the game,60,190,TypeScript,MIT,,https://github.com/mrcodedev/f1-2021-telemetry-app,car|driver|f1|f1-2021|f12021|formula|formula1|formule-one|playstation|sim-racing|simracing|telemetry|videogame,2022-01-06T08:43:46Z
IdleSpace,scorzy,scorzy/IdleSpace,Yet another space themed idle game,110,190,TypeScript,MIT,https://scorzy.github.io/IdleSpace/,https://github.com/scorzy/IdleSpace,angular|clarity|idle-game,2021-05-10T06:03:48Z
swiftcode,voithos,voithos/swiftcode,"Multiplayer, interactive, realtime typing speed game",100,190,JavaScript,MIT,https://swiftcode.herokuapp.com/,https://github.com/voithos/swiftcode,game|mongodb|multiplayer|typing-game,2020-08-20T14:59:57Z
egret-games,chenyinkai,chenyinkai/egret-games,使用egret引擎写的一些小游戏:clap::clap:,110,190,JavaScript,MIT,,https://github.com/chenyinkai/egret-games,egret|egret-demo|egret-engine|egret-engine-2d|egret-wing|games|javascript|typescript,2018-02-28T01:14:04Z
DDRCardDraw,noahm,noahm/DDRCardDraw,"Card draw / randomizer for use in music game tournaments including DDR, SMX, ITG, and PIU",39,189,JavaScript,BSD-2-Clause,https://ddr.tools,https://github.com/noahm/DDRCardDraw,,2025-08-26T13:42:53Z
caroumesh,Adonis-Stavridis,Adonis-Stavridis/caroumesh,A React component to display 3D models in a carousel-like fashion,79,189,TypeScript,MIT,https://adonis-stavridis.github.io/caroumesh/,https://github.com/Adonis-Stavridis/caroumesh,caroumesh|npm|react|react-three-fiber|threejs|typescript,2023-12-09T17:41:53Z
TheGameCenter.github.io,TheGameCenter,TheGameCenter/TheGameCenter.github.io,"Welcome to The Game Center - your one-stop destination for free web games, scripts, games, android apps, and software! Our website offers a wide range of games with direct downloads, and we are proud to be 100% ad-free. Join us today and experience the thrill of non-stop gaming action!",19,189,JavaScript,CC0-1.0,https://thegamecenter.github.io,https://github.com/TheGameCenter/TheGameCenter.github.io,blooket-hacks|css|fun|games|hacks|school|scripts|theme|unblocked|unblocked-games|web-games|website,2023-11-28T03:50:28Z
ld39-zeroVoltX,deepnight,deepnight/ld39-zeroVoltX,Zero Volt X (a shoot'em up game created in 48h for Ludum Dare 39),59,189,JavaScript,Apache-2.0,http://deepnight.net/games/zerovoltx/,https://github.com/deepnight/ld39-zeroVoltX,haxe|heaps|ldjam|ldjam39|ludumdare|pixel-art|shmup|shooter,2022-09-04T20:48:51Z
rgbds-live,gbdev,gbdev/rgbds-live,"A live Game Boy programming environment in the browser, allowing for realtime assembly programming for the gameboy.",43,188,JavaScript,MIT,https://gbdev.io/rgbds-live/,https://github.com/gbdev/rgbds-live,,2025-08-21T21:56:27Z
love.js,2dengine,2dengine/love.js,Run LÖVE apps and games on the web,97,188,JavaScript,MIT,,https://github.com/2dengine/love.js,,2025-08-17T13:00:35Z
backgammonjs,quasoft,quasoft/backgammonjs,`backgammonjs` is an extensible multiplayer backgammon game written in JavaScript.,96,188,JavaScript,MIT,,https://github.com/quasoft/backgammonjs,backgammon|extensible|game|jquery|multiplayer|nodejs|online,2025-06-09T17:46:38Z
The-Fed,memetic-institute,memetic-institute/The-Fed,A simple game about central banking,98,188,JavaScript,MIT,https://thefed.app,https://github.com/memetic-institute/The-Fed,federal-reserve|game|memes|react,2023-01-05T16:34:45Z
adventofcode,surgi1,surgi1/adventofcode,ES6 solutions to Advent of Code puzzles.,17,187,JavaScript,Unlicense,,https://github.com/surgi1/adventofcode,advent-of-code|advent-of-code-2015|advent-of-code-2016|advent-of-code-2017|advent-of-code-2018|advent-of-code-2019|advent-of-code-2020|advent-of-code-2021|advent-of-code-2022|advent-of-code-2023|advent-of-code-2024|es6|games|html5|javascript|programming-puzzles|visualization,2024-12-25T20:41:03Z
discord-free-games-notifier,moonstar-x,moonstar-x/discord-free-games-notifier,A Discord bot that will notify when free games on Steam or Epic Games come out.,67,187,TypeScript,MIT,https://docs.moonstar-x.dev/discord-free-games-notifier,https://github.com/moonstar-x/discord-free-games-notifier,discord|discord-bot|discord-free-games|epic-games|free-games|free-games-notifier|steam,2024-11-20T22:22:05Z
slot-game,asiryk,asiryk/slot-game,Simple Slot Machine game,96,186,TypeScript,MIT,https://asiryk.github.io/slot-game/,https://github.com/asiryk/slot-game,pixi-js|slot-game|slot-machine|typescript,2024-09-29T09:17:15Z
tic-tac-toe,denoland,denoland/tic-tac-toe,"A global, real-time multiplayer TicTacToe game for Deno 🦕",86,186,TypeScript,MIT,https://tic-tac-toe-game.deno.dev,https://github.com/denoland/tic-tac-toe,deno|fresh|kv|real-time|tic-tac-toe,2023-12-11T15:58:33Z
vue-next-level-scroll,Developmint,Developmint/vue-next-level-scroll,Bring your scroll game to the next level!,49,185,JavaScript,MIT,,https://github.com/Developmint/vue-next-level-scroll,scroll|vue|vue-component|vuejs2,2025-08-22T23:40:12Z
EightQueens,attogram,attogram/EightQueens,Eight Queens chess game.   Can you place 8 queens on the board with none under attack?  A web game inspired by the classic math puzzle.  Built in React with Chessboard.jsx,15,185,JavaScript,MIT,https://attogram.github.io/EightQueens/,https://github.com/attogram/EightQueens,8-queen-problem|8-queens|8queens|attogram-project|chess|chess-puzzle|eight-queen-problem|eight-queens-game|eight-queens-puzzle|react-game|web-game|webgame,2024-08-08T15:36:03Z
github4life,ethomson,ethomson/github4life,Using your GitHub Contribution Graph as a four-color Game of Life.,95,185,JavaScript,MIT,https://github4life.herokuapp.com/ethomson,https://github.com/ethomson/github4life,cellular-automata|conways-game-of-life|github|github-contributions,2023-12-04T16:00:42Z
react-2048,kwrush,kwrush/react-2048,A React implementation of 2048 game built with typescript and styled-components,75,185,TypeScript,MIT,https://kwrush.github.io/react-2048/,https://github.com/kwrush/react-2048,2048|pwa|react|react-hooks|styled-components|typescript,2023-10-27T22:03:11Z
3d-multiplayer-browser-shooter,nickyvanurk,nickyvanurk/3d-multiplayer-browser-shooter,3D multiplayer space dogfight game made with three.js and ws.,135,185,JavaScript,MIT,https://urk-3d-multi-space-game.herokuapp.com/,https://github.com/nickyvanurk/3d-multiplayer-browser-shooter,,2023-03-04T06:07:32Z
js-solitaire,rjanjic,rjanjic/js-solitaire,JavaScript Solitaire Game,65,185,JavaScript,MIT,http://radovanjanjic.com/js-solitaire/,https://github.com/rjanjic/js-solitaire,javascript-patience|javascript-solitaire|patience|patience-game|solitaire|solitaire-card-game|solitaire-game,2022-12-07T04:52:43Z
realtime-multiplayer-space-invaders,ably-labs,ably-labs/realtime-multiplayer-space-invaders,Realtime Multiplayer Space Invaders Game with Phaser 3 and Ably,74,184,JavaScript,Apache-2.0,https://space-invaders.ably.dev,https://github.com/ably-labs/realtime-multiplayer-space-invaders,ably|demo|game|javascript|phaser3|realtime,2023-07-12T05:38:20Z
yuka-babylonjs-examples,eldinor,eldinor/yuka-babylonjs-examples,Yuka Game AI + 3D rendering with Babylon.js,44,184,JavaScript,MIT,https://yuka.babylonpress.org,https://github.com/eldinor/yuka-babylonjs-examples,3d|3d-game|ai|babylon|babylonjs|game-ai|game-development|game-engine|javascript,2022-07-08T07:18:36Z
tetr.js,simonlc,simonlc/tetr.js,🕹️ Tetris clone in HTML5 and JavaScript,104,184,JavaScript,MIT,http://simon.lc/tetr.js,https://github.com/simonlc/tetr.js,canvas|game|tetris,2018-11-11T11:26:58Z
minesweeper,flyerq,flyerq/minesweeper,一款跨平台跨终端的扫雷游戏,34,184,JavaScript,MIT,https://app.flyerq.com/minesweeper/,https://github.com/flyerq/minesweeper,cross-platform|electron|electron-app|game|minesweeper|minesweeper-game|phaser|phaser-game|pwa|webapp,2017-08-11T10:43:42Z
WebGPU-Lab,s-macke,s-macke/WebGPU-Lab,Demos and experiments in WebGPU technology. Focus on compute shaders.,44,183,TypeScript,MIT,,https://github.com/s-macke/WebGPU-Lab,2d-graphics|compute-shader|demos|webgpu|wgsl-shader,2025-08-15T09:22:33Z
TowerHanoi,pr0mming,pr0mming/TowerHanoi,Tower of Hanoi in JavaScript using Phaser.js,13,183,TypeScript,MIT,https://towerhanoi.pr0mming.dev,https://github.com/pr0mming/TowerHanoi,hanoi-game|html5game|javascript|phaser|phaser-game|phaser3|puzzle|tower-of-hanoi|typescript|videogame|vitejs|webgame,2024-09-27T00:10:58Z
quizzer,voax,voax/quizzer,🍻 A pub quiz web application built using the MERN stack with websockets for near real-time quiz action,23,183,JavaScript,MIT,,https://github.com/voax/quizzer,aim|dwa|express|han|ica|immer|mern-stack|mongo|nodejs|party-game|pub-quiz|quiz-game|quizzer|reactjs|redux|websocket,2023-02-11T22:36:17Z
react-native-game,DimiMikadze,DimiMikadze/react-native-game,"IOS and Android mobile app ""Guess famous people"" built with React Native",133,183,JavaScript,MIT,,https://github.com/DimiMikadze/react-native-game,android|game|ios|nodejs|react-native,2018-04-02T19:32:33Z
monster-tamer,devshareacademy,devshareacademy/monster-tamer,A Pokemon like game created using Phaser 3,85,182,JavaScript,MIT,,https://github.com/devshareacademy/monster-tamer,,2025-08-24T02:32:21Z
looptap,vasanthv,vasanthv/looptap,A minimal game to waste your time,72,182,JavaScript,MIT,https://vasanthv.github.io/looptap,https://github.com/vasanthv/looptap,,2025-07-17T21:45:14Z
Svelcordity,TheSleepyKoala,TheSleepyKoala/Svelcordity,"A template repository for integrating Discord Activity with SvelteKit and Unity WebGL, featuring a sample roguelike game.",92,182,TypeScript,MIT,,https://github.com/TheSleepyKoala/Svelcordity,discord|discord-activity|discord-js|embedded-app-sdk|roguelike|svelte|sveltekit|unity|webgl,2024-09-15T06:17:13Z
stampadia,kesiev,kesiev/stampadia,A daily print-and-play roguelike adventure you can play offline.,52,182,JavaScript,MIT,https://www.kesiev.com/stampadia/,https://github.com/kesiev/stampadia,board-game|game|javascript|pdf-generation|print-and-play|roguelike|roguelike-game|svg-generation,2023-05-09T08:40:18Z
poseparty,brian-yu,brian-yu/poseparty,A social exercise game you can play while social distancing.,32,182,JavaScript,MIT,https://poseparty.ai,https://github.com/brian-yu/poseparty,flask|friends|game|posenet|react|tensorflow|tensorflowjs|twilio|video|websockets,2023-01-06T02:44:46Z
template-react,phaserjs,phaserjs/template-react,A Phaser 3 project template that demonstrates React communication and uses Vite for bundling,126,181,JavaScript,MIT,,https://github.com/phaserjs/template-react,phaser|phaser3|phaserjs|react|vite,2025-05-23T16:11:08Z
wxgame-threejs,stephenml,stephenml/wxgame-threejs,Threejs 开发微信小游戏,131,181,JavaScript,MIT,,https://github.com/stephenml/wxgame-threejs,threejs|wegame|wx|wxapp|wxgame,2018-05-30T10:54:38Z
ohminesweeper.online,zerosoul,zerosoul/ohminesweeper.online,"A retro-style minesweeper game built with Next.js, and Tailwind CSS.",30,180,TypeScript,Apache-2.0,https://ohminesweeper.online,https://github.com/zerosoul/ohminesweeper.online,freegames|minesweeper|minesweeper-game|nextjs|oldstyle|react|tailwindcss|windows|windows98|windowsxp,2025-04-18T03:25:46Z
CANVAS-EVE,nkihrk,nkihrk/CANVAS-EVE,"CANVAS EVE is a daily-use canvas which will be helpful in various ways ;  Use it as references, memos, image-preview, etc. ",10,180,JavaScript,MIT,https://nkihrk.github.io/CANVAS-EVE/,https://github.com/nkihrk/CANVAS-EVE,canvas|canvas-eve|color-picker|image-viewer|load-model|model-viewer|movable|reference|threejs|viewer|youtube-player|zoomable,2022-12-11T08:13:38Z
larkplayer,dblate,dblate/larkplayer,🚀 A lightweight & flexible web player  :),100,180,JavaScript,MIT,,https://github.com/dblate/larkplayer,html5|html5-video|javascript|larkplayer|player|video|video-player|videojs,2020-04-17T05:42:13Z
QM-Simulator-2D,marl0ny,marl0ny/QM-Simulator-2D,Interactive simulation of a quantum particle in 2D. ,35,179,JavaScript,BSD-2-Clause,https://marl0ny.github.io/QM-Simulator-2D/index.html,https://github.com/marl0ny/QM-Simulator-2D,quantum|webgl,2025-07-31T07:39:10Z
stepcharts,city41,city41/stepcharts,"A modern website for DDR stepcharts. Think of them like guitar tabs, but for the songs's dance steps in the game.",24,179,TypeScript,CC0-1.0,https://stepcharts.mattgreer.dev,https://github.com/city41/stepcharts,ddr|gaming|react|rhythm-game|website,2025-07-12T21:13:20Z
a-user-interface,teachingbeforedying,teachingbeforedying/a-user-interface,"a user interface, infinite whiteboard with interactive elements, zoom while drawing, infiniteCanvas, fabricjs infinitewhiteboard, fabric js infinite canvas, virtual whiteboard, freedrawing mathgame",17,179,JavaScript,MIT,https://mathgame.fr/3DRoom+ic.html,https://github.com/teachingbeforedying/a-user-interface,canvas|education|fabricjs|freedraw|infinite|interactive|math|whiteboard|zindex|zpixel|zscroll,2025-05-20T20:14:45Z
survive-the-night-game,webdevcody,webdevcody/survive-the-night-game,Website,129,179,TypeScript,MIT,https://survivethenightgame.com/,https://github.com/webdevcody/survive-the-night-game,,2025-04-07T21:58:41Z
factors-game,mnito,mnito/factors-game,The 🐐 of fun math games,19,179,JavaScript,MIT,https://mnito.github.io/factors-game/,https://github.com/mnito/factors-game,canvas-game|game|games|html5-game|javascript|javascript-game|math|math-game|mit-license|open-source|open-source-game,2021-09-26T19:00:57Z
FlappyBird,barzin144,barzin144/FlappyBird,Flappy bird game with javascript and p5.js,18,178,JavaScript,MIT,https://barzin144.github.io/FlappyBird/,https://github.com/barzin144/FlappyBird,flappy-bird-game|flappybird|javascript|p5js|p5js-game,2025-07-17T21:58:44Z
Anno1800Calculator,NiHoel,NiHoel/Anno1800Calculator,Calculator for the production and consumption of goods in the computer game Anno 1800,108,178,JavaScript,MIT,https://nihoel.github.io/Anno1800Calculator/,https://github.com/NiHoel/Anno1800Calculator,anno1800|maintainer,2024-06-01T10:32:21Z
WebGPU-particles,psincf,psincf/WebGPU-particles,Particles simulation with WebGPU,98,178,TypeScript,Apache-2.0,https://web-gpu-particles.vercel.app,https://github.com/psincf/WebGPU-particles,particles|webgpu|webgpu-particles,2023-12-17T20:16:56Z
the-aviator,paol-imi,paol-imi/the-aviator,🎮 Welcome to the Aviator game!,78,178,JavaScript,MIT,https://paol-imi.github.io/the-aviator,https://github.com/paol-imi/the-aviator,aviator|coding|coding-challenges|coding-game|educational-game,2023-06-22T18:24:50Z
react-native-wordle,martymfly,martymfly/react-native-wordle,Wordle Game Clone with React Native & Expo,97,177,TypeScript,MIT,,https://github.com/martymfly/react-native-wordle,android|expo|game|indiegame|ios|puzzle|react-native|wordle-clone,2023-05-23T12:14:11Z
SuperMarioWorldJS,kevin-chau,kevin-chau/SuperMarioWorldJS,Super Mario World made with Phaser.,17,177,JavaScript,MIT,http://bit.ly/2XMYMhx,https://github.com/kevin-chau/SuperMarioWorldJS,demo|game|grunt|html|javascript|js|mario|node|nodejs|phaser|retro,2019-07-03T19:08:53Z
game-node,game-by-virtuals,game-by-virtuals/game-node,,90,176,TypeScript,MIT,,https://github.com/game-by-virtuals/game-node,,2025-08-12T15:19:27Z
media-player,nt1m,nt1m/media-player,"An modern, clean media player built using web technologies",56,176,JavaScript,MIT,http://nt1m.github.io/media-player,https://github.com/nt1m/media-player,audio|canvas|javascript|media|player|video|web-audio,2024-08-20T00:23:39Z
Multiplayer-Phaser-game,code0wl,code0wl/Multiplayer-Phaser-game,:rocket: Multiplayer space shooter game accompanying repo,126,176,TypeScript,MIT,https://www.apress.com/gp/book/9781484242483,https://github.com/code0wl/Multiplayer-Phaser-game,,2023-07-30T08:00:35Z
crypto-against-humanity,CryptoAgainstHumanity,CryptoAgainstHumanity/crypto-against-humanity,Crypto Against Humanity - The never ending global game of shame.,26,176,JavaScript,MIT,http://cryptoagainsthumanity.io,https://github.com/CryptoAgainstHumanity/crypto-against-humanity,cards-against-humanity|crypto|crypto-against-humanity|dapp|decentraland|decentralized-applications|ethereum|ethereum-dapp|gaming|gaming-website,2018-07-26T02:27:17Z
Game-Lobby-Web,Game-as-a-Service,Game-as-a-Service/Game-Lobby-Web,The frontend of the Game as a Service lobby.,26,175,TypeScript,Apache-2.0,https://lobby.gaas.waterballsa.tw/,https://github.com/Game-as-a-Service/Game-Lobby-Web,,2025-08-25T06:52:46Z
water-webgpu,piellardj,piellardj/water-webgpu,WebGPU water simulation handling up to a million particles.,45,175,TypeScript,MIT,https://piellardj.github.io/water-webgpu/,https://github.com/piellardj/water-webgpu,compute-shader|gpgpu|gpgpu-computing|gpgpu-physics|lagrangian|shaders|typescript|webgpu,2024-08-24T15:56:31Z
cave-runner,tope-olajide,tope-olajide/cave-runner,"Cave Runner is a 3D endless runner game built with Threejs, ViteJS, Netlify, and PlanetScale",15,175,TypeScript,MIT,https://cave-runner.netlify.app,https://github.com/tope-olajide/cave-runner,endless-runner|hashnode|hashnode-hackathon|javascript|netlify|netlify-functions|planetscale|serverless|threejs|typescript|vitejs,2022-08-21T06:39:22Z
taro-makaron-demo,HarryChen0506,HarryChen0506/taro-makaron-demo,手把手教你用Taro框架写一个图像处理类微信小程序。,125,175,TypeScript,MIT,,https://github.com/HarryChen0506/taro-makaron-demo,canvas|graphic-processing|miniprogram|react|taro,2019-01-15T10:14:43Z
namekit,namehash,namehash/namekit,"Easily integrate rich ENS user journeys into your wallet, app, or game.",21,174,TypeScript,MIT,https://namekit.io,https://github.com/namehash/namekit,ens,2025-08-19T16:59:11Z
clouds-and-edges,mikecann,mikecann/clouds-and-edges,A experiment into serverless Event Sourcing using Cloudflare's Durable Objects,74,174,TypeScript,MIT,https://clouds-and-edges-site.mikeysee.workers.dev/,https://github.com/mikecann/clouds-and-edges,cloudflare|durableobject|eventsourcing|game|typescript,2021-10-16T02:12:56Z
pyvista-fastapi-webapp,pyvista,pyvista/pyvista-fastapi-webapp,Demo FastAPI and Three.js application using PyVista,24,173,TypeScript,MIT,https://pyvista-fastapi-webapp-production.up.railway.app/,https://github.com/pyvista/pyvista-fastapi-webapp,,2025-08-25T19:02:17Z
open-ai-dress2impress,parsakhaz,parsakhaz/open-ai-dress2impress,"dress to impress, but with AI: featuring 3D avatars of the player and an AI opponent ",16,173,TypeScript,MIT,,https://github.com/parsakhaz/open-ai-dress2impress,ai|ai-game|dress-to-impress|dress-up|fashion|fashn|game,2025-08-14T00:09:59Z
canvas-fluid-solver,topaz1008,topaz1008/canvas-fluid-solver,Real-time fluid simulation in Javascript.,53,173,JavaScript,MIT,http://topaz1008.github.io/canvas-fluid-solver,https://github.com/topaz1008/canvas-fluid-solver,canvas|fluid|fluid-dynamics|fluid-simulation|fluid-solver|physics|simulation,2024-02-19T07:40:51Z
dive,Mugen87,Mugen87/dive,Shooter AI showcase with Yuka.,93,173,JavaScript,MIT,https://raw.githack.com/Mugen87/dive/master/app/index.html,https://github.com/Mugen87/dive,game|game-ai|webgl,2023-04-29T18:33:42Z
multiboy,tjholm,tjholm/multiboy,A multiplayer gameboy powered by WebRTC,172,172,TypeScript,MIT,,https://github.com/tjholm/multiboy,,2025-04-01T01:23:56Z
CYOA,byteDJINN,byteDJINN/CYOA,Choose Your Own Adventure Interactive Webpage,12,172,JavaScript,MIT,https://developerdjay.github.io/CYOA/,https://github.com/byteDJINN/CYOA,book|choose-your-own-adventure|chooseyourownadventure|css|game|github-pages|html|interactive|javascript|python|text,2023-08-01T10:42:19Z
Dude-SideScroll,diguifi,diguifi/Dude-SideScroll,🎮 A side-scrolling adventure game.,32,172,TypeScript,MIT,https://diguifi.itch.io/dudes-quest,https://github.com/diguifi/Dude-SideScroll,adventure|dude|game|mario|phaser|phaser-game|sidescroller|simple-game|typescript,2023-01-14T00:00:44Z
jquery-crossword-puzzle-generator,HoldOffHunger,HoldOffHunger/jquery-crossword-puzzle-generator,jQuery Crossword Puzzle Generator and Game,32,172,JavaScript,BSD-3-Clause,http://www.earthfluent.com/crossword-puzzle-demo.html,https://github.com/HoldOffHunger/jquery-crossword-puzzle-generator,crossword|crossword-board|crossword-composer|crossword-game|crossword-generator|crossword-grid|crossword-matrix|crossword-puzzle|crosswords,2020-06-05T04:03:23Z
angular-podcast-app,jhonnyrogerb,jhonnyrogerb/angular-podcast-app,"A podcast app made with Angular 5, Pouchdb, Html5 Web Audio API, PWA Features and Itunes Search API - Live Demo:  ",22,172,TypeScript,MIT,https://podcast.jhonnyroger.com,https://github.com/jhonnyrogerb/angular-podcast-app,angular|angular5|example|html5-audio|itunes|itunes-podcast|itunes-search|pouchdb|pwa|typescript,2019-06-26T01:52:00Z
game-shell,mikolalysenko,mikolalysenko/game-shell,Ready to go JavaScript shell for games or other interactive demos,122,172,JavaScript,MIT,http://mikolalysenko.github.io/game-shell/,https://github.com/mikolalysenko/game-shell,,2019-01-09T09:21:10Z
Nintendo-Switch-Discord-Status,hobby-grade,hobby-grade/Nintendo-Switch-Discord-Status,A mildly decent way to display your Nintendo Switch games using Rich Presence in Discord. Updated with more games!,111,171,JavaScript,MIT,,https://github.com/hobby-grade/Nintendo-Switch-Discord-Status,discord|gaming|javascript|nintendo|nintendo-switch|rich-presence,2025-03-21T20:04:11Z
lowres-nx,timoinutilis,timoinutilis/lowres-nx,"A simulated retro game console, which can be programmed in the classic BASIC language.",171,171,JavaScript,Zlib,,https://github.com/timoinutilis/lowres-nx,,2025-01-25T16:43:42Z
reversi,ninegua,ninegua/reversi,Multiplayer Reversi Game on Internet Computer,71,171,JavaScript,MIT,https://ninegua.github.io/reversi,https://github.com/ninegua/reversi,game|internetcomputer|motoko|othello|reversi,2023-03-14T17:35:19Z
litemint,litemint,litemint/litemint,"A bespoke Stellar wallet for gamers and collectors—open source, noncustodial, limitless.",51,171,JavaScript,MIT,https://litemint.com,https://github.com/litemint/litemint,blockchain|cryptocurrency|hacktoberfest|hacktoberfest2021|noncustodial|stellar|wallet,2022-06-08T10:30:21Z
kotla,jackyef,jackyef/kotla,"Kota (city; in Indonesian) guessing game, inspired by Katla",61,171,TypeScript,BSD-3-Clause,https://kotla.vercel.app,https://github.com/jackyef/kotla,game|nextjs|react|tailwindcss|wordguessing|worlde,2022-02-14T15:13:10Z
threejs-cesium-webgpu-vue-js,AivoGenX,AivoGenX/threejs-cesium-webgpu-vue-js,Open Source three.js cesium.js examples and demo community - 开源的 three.js 和 cesium.js 案例社区 ---- star ----点星星,26,170,JavaScript,Apache-2.0,https://threelab.cn/,https://github.com/AivoGenX/threejs-cesium-webgpu-vue-js,,2025-08-21T04:30:44Z
brickception,pshihn,pshihn/brickception,A fun take on the classic bricks breakout game with popup windows!,120,170,TypeScript,BSD-2-Clause,https://brickception.xyz/,https://github.com/pshihn/brickception,,2022-07-20T08:09:30Z
